,Store Name,City,State/Province,Country
15465,Safeway-Arvada #1998,Arvada,CO,US
15466,55th & Wadsworth,Arvada,CO,US
15467,"King Soopers-Arvada, CO #36",Arvada,CO,US
15468,80th & Wadsworth,Arvada,CO,US
15469,King Soopers - Arvada #85,Arvada,CO,US
15470,King Soopers-Arvada #3,Arvada,CO,US
15471,Target Arvada T-48,Arvada,CO,US
15472,Vail @ Aspen,Aspen,CO,US
15473,Smoky & Himalaya,Aurora,CO,US
15474,King Soopers-Aurora #84,Aurora,CO,US
15475,"Mississippi & Abilene, Aurora",Aurora,CO,US
15476,Safeway-Aurora #2612,Aurora,CO,US
15477,Safeway #137 - Aurora,Aurora,CO,US
15478,"Parker & Iliff, Aurora",Aurora,CO,US
15479,Mississippi and Buckley,Aurora,CO,US
15480,E-470 & Gartrell- Aurora,Aurora,CO,US
15481,Alameda & Ironton,Aurora,CO,US
15482,I-225 & Alameda-Aurora,Aurora,CO,US
15483,Hampden Ave & Tower- Aurora,Aurora,CO,US
15484,King Soopers-Aurora #107,Aurora,CO,US
15485,Chambers & Smoky Hill-Aurora,Aurora,CO,US
15486,King Soopers - #128 Aurora,Aurora,CO,US
15487,Super Target Aurora ST-1976,Aurora,CO,US
15488,"Mississippi & Havana, Aurora",Aurora,CO,US
15489,Colfax & Chambers-Aurora,Aurora,CO,US
15490,Super Target Aurora ST-1471,Aurora,CO,US
15491,Parker & Peoria-Aurora,Aurora,CO,US
15492,S. Parker Rd & E. Quincy Ave,Aurora,CO,US
15493,Iliff & Buckley,Aurora,CO,US
15494,Safeway - Aurora #899,Aurora,CO,US
15495,Safeway-Aurora #1928,Aurora,CO,US
15496,Target Aurora South T-2458,Aurora,CO,US
15497,Tower & I-70- Aurora,Aurora,CO,US
15498,City Market-Avon CO #426,Avon,CO,US
15499,25 Hurd Lane - Avon,Avon,CO,US
15500,Beaver Creek 1,Avon,CO,US
15501,Westin -Riverfront Village LLC,Avon,CO,US
15502,"HWY 82 & Willits Ln, Basalt",Basalt,CO,US
15503,King Soopers-Bennett #112,Bennett,CO,US
15504,Ameristar Casino Resort Spa Black H,Blackhawk,CO,US
15505,Teavana - 29th Street Mall,Boulder,CO,US
15506,Target Boulder T-64,Boulder,CO,US
15507,Safeway-Boulder #2919,Boulder,CO,US
15508,1352 College Ave - Boulder,Boulder,CO,US
15509,Safeway-Boulder #2911,Boulder,CO,US
15510,Baseline Rd & Broadway - Boulder,Boulder,CO,US
15511,University and Broadway,Boulder,CO,US
15512,30th & Arapahoe,Boulder,CO,US
15513,King Soopers-Boulder #61,Boulder,CO,US
15514,King Soopers - Boulder #33,Boulder,CO,US
15515,Univ of Colorado Boulder UMC,Boulder,CO,US
15516,28th & Pearl - Boulder,Boulder,CO,US
15517,Twenty Ninth Street,Boulder,CO,US
15518,King Soopers - Boulder #28,Boulder,CO,US
15519,Pearl St. Mall,Boulder,CO,US
15520,Main Street - Breckenridge,Breckenridge,CO,US
15521,Super Target Brighton ST-2183,Brighton,CO,US
15522,Bromley & Sable,Brighton,CO,US
15523,Hwy 85 & Bridge- Brighton,Brighton,CO,US
15524,King Soopers #136 Brighton,Brighton,CO,US
15525,King Soopers-Brighton #81,Brighton,CO,US
15526,Safeway-Broomfield #2624,Broomfield,CO,US
15527,Flatiron Crossing,Broomfield,CO,US
15528,Teavana - Flatiron Crossing Mall,BROOMFIELD,CO,US
15529,"King Soopers-Broomfield, CO #86",Broomfield,CO,US
15530,Hwy 287 & Miramonte,Broomfield,CO,US
15531,"King Soopers-Broomfield, CO #118",Broomfield,CO,US
15532,King Soopers - Broomfield #129,Broomfield,CO,US
15533,Flatiron Market Place Drive,Broomfield,CO,US
15534,City Market - Canon City #417,Canon City,CO,US
15535,Meadows Prkwy & Factory Shops Blvd,Castle Rock,CO,US
15536,"Founders & Allen - Castle Rock, CO",Castle Rock,CO,US
15537,King Soopers - Castle Rock #132,Castle Rock,CO,US
15538,Safeway-Castle Rock #1877,Castle Rock,CO,US
15539,Target Castle Rock T-1326,Castle Rock,CO,US
15540,"King Soopers-Castle Rock, CO #71",Castle Rock,CO,US
15541,Castle Pines Pkwy & Debbie,Castle Rock,CO,US
15542,Castle Rock,Castle Rock,CO,US
15543,King Soopers-Castle Rock #91,Castle Rocks,CO,US
15544,King Soopers - Centennial #16,Centennial,CO,US
15545,"Araphoe Village - Centennial, CO",Centennial,CO,US
15546,Arapahoe & Peoria,Centennial,CO,US
15547,Cherrywood,Centennial,CO,US
15548,King Sooper Centennial 47,Centennial,CO,US
15549,Safeway-Aurora #1933,Centennial,CO,US
15550,"8243 So. Quebec, Cty Line Rd",Centennial,CO,US
15551,Arapahoe & Parker,Centennial,CO,US
15552,I-70 Business Loop & 32 Rd - C,Clifton,CO,US
15553,Safeway - Colorado Springs #2816,Colorado Springs,CO,US
15554,Powers & Stetson,Colorado Springs,CO,US
15555,Safeway-Colorado Springs #1499,Colorado Springs,CO,US
15556,Lake & Nevada (Broadmoar),Colorado Springs,CO,US
15557,C Springs - Dublin and Tutt,Colorado Springs,CO,US
15558,Colorado Springs,Colorado Springs,CO,US
15559,Albertsons-Austin Bluffs #803,Colorado Springs,CO,US
15560,Academy & Austin Bluffs,Colorado Springs,CO,US
15561,Briargate and Union,Colorado Springs,CO,US
15562,King Soopers Colorado Springs #58,Colorado Springs,CO,US
15563,North Academy & Chapel Hill,Colorado Springs,CO,US
15564,Garden of the Gods at Centennial,Colorado Springs,CO,US
15565,Academy & Flintridge-Colorado Spri,Colorado Springs,CO,US
15566,Safeway - Colorado Springs #1577,Colorado Springs,CO,US
15567,Safeway-Colorado Springs #812,Colorado Springs,CO,US
15568,King Soopers-Colorado Springs #6,Colorado Springs,CO,US
15569,Safeway - Colorado Springs #2839,Colorado Springs,CO,US
15570,Powers & Constitution,Colorado Springs,CO,US
15571,Interquest Parkway,Colorado Springs,CO,US
15572,Academy & Brookwood-CO Springs,Colorado Springs,CO,US
15573,Albertsons-N Union #840,Colorado Springs,CO,US
15574,Cheyenne Meadows,Colorado Springs,CO,US
15575,King Soopers-Colorado Springs #130,Colorado Springs,CO,US
15576,Safeway-Colorado Springs #1792,Colorado Springs,CO,US
15577,N Powers Rd & Barnes Rd,Colorado Springs,CO,US
15578,Woodmen & Rangewood,Colorado Springs,CO,US
15579,King Soopers-Colorado Springs #133,Colorado Springs,CO,US
15580,King Soopers #77 Colorado Springs,Colorado Springs,CO,US
15581,Palmer Park and Powers,Colorado Springs,CO,US
15582,7 S.Tejon at Pikes Peak,Colorado Springs,CO,US
15583,Safeway-Colorado Springs #1466,Colorado Springs,CO,US
15584,Briargate Blvd & Chapel Hills Dr,Colorado Springs,CO,US
15585,Voyager Pkwy & Briargate Pkwy,Colorado Springs,CO,US
15586,Super Target Colorado SpringsST1501,Colorado Springs,CO,US
15587,Hancock Expwy & S Academy Blvd,Colorado Springs,CO,US
15588,King Soopers-Colorado Springs #119,Colorado Springs,CO,US
15589,Super Target Colo Springs ST-2221,Colorado Springs,CO,US
15590,The Citadel (B&N),Colorado Springs,CO,US
15591,King Soopers - Colorado Springs #76,Colorado Springs,CO,US
15592,University Village-CO Springs CO,Colorado Springs,CO,US
15593,31st & Colorado-CO Springs,Colorado Springs,CO,US
15594,Safeway-Colorado Springs #1286,Colorado Springs,CO,US
15595,King Soopers-Commerce City #114,Commerce City,CO,US
15596,"104th & Tower, Commerce City",Commerce City,CO,US
15597,Conifer Town Center - Conifer,Conifer,CO,US
15598,Safeway - Conifer #2792,Conifer,CO,US
15599,King Soopers-Aspen Park #87,Conifer,CO,US
15600,Copper Mtn Village Mountain Plaza,Copper Mountain,CO,US
15601,City Market - Cortez #408,Cortez,CO,US
15602,King Soopers - Craig #415,Craig,CO,US
15603,Auraria Tivoli - Student Union,Denver,CO,US
15604,Grand Hyatt Denver,Denver,CO,US
15605,Safeway - Denver #1463,Denver,CO,US
15606,Safeway - Denver #1248,Denver,CO,US
15607,Highlands Garden Village,Denver,CO,US
15608,King Soopers-Denver #29,Denver,CO,US
15609,"Hampden & Santa Fe, Sheridan",Denver,CO,US
15610,Safeway-Denver #1267,Denver,CO,US
15611,Target Denver T-2820,Denver,CO,US
15612,5835 Leetsdale,Denver,CO,US
15613,UMB Bank Plaza,Denver,CO,US
15614,Santa Fe & Mississippi,Denver,CO,US
15615,Lowry Town Center - Denver,Denver,CO,US
15616,King Soopers - Denver #72,Denver,CO,US
15617,Embassy Suites Denver Downtown Conv,Denver,CO,US
15618,Safeway-Denver #244,Denver,CO,US
15619,REI Denver,Denver,CO,US
15620,Park Ave & Globeville- Denver,Denver,CO,US
15621,Writer Square,Denver,CO,US
15622,"Hampden & Locust, Denver",Denver,CO,US
15623,Safeway-Denver #1038,Denver,CO,US
15624,Alameda & Downing,Denver,CO,US
15625,King Soopers-Denver #93,Denver,CO,US
15626,2nd Ave and Filmore - Cherry Creek,Denver,CO,US
15627,Teavana - Cherry Creek,DENVER,CO,US
15628,18th & California,Denver,CO,US
15629,King Soopers Store #115 Denver,Denver,CO,US
15630,Colfax & Milwaukee-Denver,Denver,CO,US
15631,University & Asbury,Denver,CO,US
15632,8th & Colorado,Denver,CO,US
15633,Speer & Federal - Denver,Denver,CO,US
15634,University Hills,Denver,CO,US
15635,44th Ave & Federal Blvd-Denver,Denver,CO,US
15636,Colfax & Kalamath,Denver,CO,US
15637,17th and Lawrence,Denver,CO,US
15638,Breckenridge at Sloans,Denver,CO,US
15639,45th & Peoria-Denver,Denver,CO,US
15640,Chambers and 40th,Denver,CO,US
15641,DEN B RJ Term South Finger Lower,Denver,CO,US
15642,40th & Colorado-Denver,Denver,CO,US
15643,King Soopers-Denver #19,Denver,CO,US
15644,Atrium @ 1700 Broadway,Denver,CO,US
15645,King Soopers - Denver #1,Denver,CO,US
15646,Larimer Square,Denver,CO,US
15647,Safeway-Denver #1614,Denver,CO,US
15648,Colfax & Krameria,Denver,CO,US
15649,Safeway - Denver #3836,Denver,CO,US
15650,"14th & Speer, Denver",Denver,CO,US
15651,16th St. & Blake,Denver,CO,US
15652,Colorado & Arizona,Denver,CO,US
15653,16th Street & Curtis,Denver,CO,US
15654,16th & Tremont,Denver,CO,US
15655,1900 Sixteenth St.,Denver,CO,US
15656,Safeway-Denver #100,Denver,CO,US
15657,Safeway - Denver #885,Denver,CO,US
15658,18th & Champa,Denver,CO,US
15659,Hampden & Dayton - Denver,Denver,CO,US
15660,6th & Grant (Lattas),Denver,CO,US
15661,102nd & Grant-Thornton,Denver,CO,US
15662,I-70 & I-270- Stapleton,Denver,CO,US
15663,Monaco & Evans,Denver,CO,US
15664,Cherry Creek Mall - West.,Denver,CO,US
15665,SuperTarget  Denver/Stapltn ST-2052,Denver,CO,US
15666,Alameda and Federal,Denver,CO,US
15667,DEN B RJ Term South Finger Upper,Denver,CO,US
15668,Hampden & Happy Canyon,Denver,CO,US
15669,16th & California- Denver,Denver,CO,US
15670,Safeway - Denver #2246,Denver,CO,US
15671,Alameda & Broadway- Denver,Denver,CO,US
15672,Franklin & Evans-Denver,Denver,CO,US
15673,Safeway-Denver #2714,Denver,CO,US
15674,Denver Marriott CC - Lobby,Denver,CO,US
15675,6th & Lincoln,Denver,CO,US
15676,King Soopers-Denver #124,Denver,CO,US
15677,The Curtis Hotel Lobby,Denver,CO,US
15678,Stapleton TC-29th & Quebec,Denver,CO,US
15679,"18th & Franklin - Denver, CO",Denver,CO,US
15680,"King Soopers-Denver, CO #26",Denver,CO,US
15681,3rd and Columbine-Cherry Creek,Denver,CO,US
15682,City Market-Dillon #420,Dillon,CO,US
15683,Dillon Ridge Market Place,Dillon,CO,US
15684,Vail @ Dumont,Dumont,CO,US
15685,Albertsons-Durango #801,Durango,CO,US
15686,College & Main-Durango,Durango,CO,US
15687,City Market-Durango #406,Durango,CO,US
15688,City Market - Durango #421,Durango,CO,US
15689,City Market-Eagle #434,Eagle,CO,US
15690,2255 Sheridan Blvd-Edgewater,Edgewater,CO,US
15691,King Sooper Edgewater #90,Edgewater,CO,US
15692,Target Edgewater T-2225,Edgewater,CO,US
15693,Edwards,Edwards,CO,US
15694,City Market - El Jabel #433,El Jebel,CO,US
15695,Safeway-Elizabeth #1532,Elizabeth,CO,US
15696,"Lincoln & Oswego, Centennial",Englewood,CO,US
15697,Safeway - Englewood #17,Englewood,CO,US
15698,King Soopers - Englewood #65,Englewood,CO,US
15699,King Soopers-Englewood #109,Englewood,CO,US
15700,King Sooper's - Englewood #111,Englewood,CO,US
15701,"Broadway & Quincy, Englewood",Englewood,CO,US
15702,Broadway and Bates Ave,Englewood,CO,US
15703,Target Arapahoe T-147,Englewood,CO,US
15704,Safeway-Englewood #0008,Englewood,CO,US
15705,Hwy 287 & Arapahoe-Erie,Erie,CO,US
15706,Safeway-Erie #1667,Erie,CO,US
15707,Estes Park,Estes Park,CO,US
15708,Safeway-Estes Park #920,Estes Park,CO,US
15709,Safeway - Evergreen #10,Evergreen,CO,US
15710,King Soopers Bergen Park #64,Evergreen,CO,US
15711,Safeway-Falcon #1644,Falcon,CO,US
15712,Safeway-Federal Hieghts #1635,Federal Heights,CO,US
15713,Firestone-I-25 & Hwy 119,Firestone,CO,US
15714,Safeway-Firestone #1828,Firestone,CO,US
15715,King Soopers-Firestone #105,Firestone,CO,US
15716,AAFES - Fort Carson Hospital,Fort Carson,CO,US
15717,Fort Carson New BX,Fort Carson,CO,US
15718,Harmony & Timberline-Fort Collins,Fort Collins,CO,US
15719,Safeway-Fort Collins #1071,Fort Collins,CO,US
15720,Scotch Pines,Fort Collins,CO,US
15721,King Soopers-Fort Collins #97,Fort Collins,CO,US
15722,Safeway-Fort Collins #2913,Fort Collins,CO,US
15723,Harmony & JFK,Fort Collins,CO,US
15724,Safeway-Fort Collins #1552,Fort Collins,CO,US
15725,SuperTarget Fort Collins East ST-24,Fort Collins,CO,US
15726,King Soopers-Fort Collins #9,Fort Collins,CO,US
15727,"King Soopers-Ft. Collins, CO #99",Fort Collins,CO,US
15728,College & Stuart,Fort Collins,CO,US
15729,Drake & Shields,Fort Collins,CO,US
15730,Elizabeth & City Park-Fort Collins,Fort Collins,CO,US
15731,Northern Hotel,Fort Collins,CO,US
15732,Safeway-Fort Lupton #1045,Fort Lupton,CO,US
15733,Safeway-Fort Morgan #2341,Fort Morgan,CO,US
15734,Mesa Ridge Pkwy & Fountain Mesa Rd,Fountain,CO,US
15735,Safeway-Fountain #1975,Fountain,CO,US
15736,Safeway-Fraser #1568,Fraser,CO,US
15737,"I-25 & Hwy 52, Frederick",Frederick,CO,US
15738,Frisco,Frisco,CO,US
15739,Safeway-Frisco #836,Frisco,CO,US
15740,King Soopers-Ft Collins #73,Ft Collins,CO,US
15741,N. College Ave & E. Willox Ln,Ft. Collins,CO,US
15742,Super Target Glendale ST-1806,Glendale,CO,US
15743,Colorado Blvd. (B&N),Glendale,CO,US
15744,City Market-Glenwood Springs #405,Glenwood Springs,CO,US
15745,I-70 & Midland- Glenwood Springs,Glenwood Springs,CO,US
15746,Target Glenwood Springs T-2029,Glenwood Springs,CO,US
15747,"2115 Grand Ave, Glenwood Springs",Glenwood Springs,CO,US
15748,Safeway-Glenwood Springs #1132,Glenwood Springs,CO,US
15749,Sodexo @ Colorado School of Mines,Golden,CO,US
15750,17224 So. Golden Rd,Golden,CO,US
15751,13th St & Washington Ave,Golden,CO,US
15752,"Highway 93 & Washington, Golden",Golden,CO,US
15753,Safeway-Golden #322,Golden,CO,US
15754,"Hwy 74 & Hotel Way-Evergreen, CO",Golden,CO,US
15755,"King Soopers-Golden, CO #82",Golden,CO,US
15756,City Market-Granby #446,Granby,CO,US
15757,Hwy 6 & 25 Rd - Grand Junction,Grand Junction,CO,US
15758,City Market-Grand Junction #444,Grand Junction,CO,US
15759,City Market - Grand Junction #432,Grand Junction,CO,US
15760,City Market-Grand Junction #425,Grand Junction,CO,US
15761,Albertsons - Grand Junction #1886,Grand Junction,CO,US
15762,Sodexo @ Colorado Mesa University C,Grand Junction,CO,US
15763,24 Rd & Kassandra- Grand Junction,Grand Junction,CO,US
15764,City Market #401 - Grand Junction,Grand Junction,CO,US
15765,"Mesa Mall - Grand Junction, CO",Grand Junction,CO,US
15766,Target Grand Junction T-93,Grand Junction,CO,US
15767,Albertsons-Grand Jct #897,Grand Junction,CO,US
15768,Safeway-Grand Junction #1533,Grand Junction,CO,US
15769,City Market-Grand Junction #451,Grand Junction,CO,US
15770,Safeway-Grand Junction #2625,Grand Junction,CO,US
15771,Target Greeley T-1813,Greeley,CO,US
15772,King Soopers- Greeley #11,Greeley,CO,US
15773,Safeway-Greeley #2666,Greeley,CO,US
15774,Hwy 34 BP & 11th Ave-Greeley,Greeley,CO,US
15775,"King Soopers-Greeley, CO #117",Greeley,CO,US
15776,10th Street & 47th Ave-Greeley,Greeley,CO,US
15777,Safeway-Greeley #2918,Greeley,CO,US
15778,Hwy 34 Bypass & 47th Ave - Greeley,Greeley,CO,US
15779,King Soopers-Greenwood Village #100,Greenwood Village,CO,US
15780,Orchard & Willow,Greenwood Village,CO,US
15781,Belleview and Ulster - DTC,Greenwood Village,CO,US
15782,King Soopers-Greenwood Village #96,Greenwood Village,CO,US
15783,Belleview & Yosemite,Greenwood Village,CO,US
15784,Arapahoe Market Place,Greenwood Village,CO,US
15785,Arapahoe Rd & S Boston St,Greenwood Village,CO,US
15786,City Market-Gunnison #419,Gunnison,CO,US
15787,Target Highlands Ranch T-2716,Hghlands Ranch,CO,US
15788,Highlands Ranch & University Blvd,Highlands Ranch,CO,US
15789,King Soopers-Highlands Ranch #110,Highlands Ranch,CO,US
15790,Highlands Ranch Town Center,Highlands Ranch,CO,US
15791,King Soopers - Highlands Ranch #8,Highlands Ranch,CO,US
15792,Safeway-Highlands Ranch #1480,Highlands Ranch,CO,US
15793,King Soopers-Highlands Ranch #108,Highlands Ranch,CO,US
15794,Target Highlands Ranch T-271,Highlands Ranch,CO,US
15795,W Towne Center Dr & Santa Fe Dr,Highlands Ranch,CO,US
15796,Wildcat Reserve & Fairview-CO,Highlands Ranch,CO,US
15797,Colorado & I-70- Idaho Springs,Idaho Springs,CO,US
15798,"Hwy. 34 & County Rd. 5, Johnstown",Johnstown,CO,US
15799,Keystone River Run Relocation,Keystone,CO,US
15800,Hwy 287 & S Boulder Rd- Lafayette,Lafayette,CO,US
15801,King Soopers-Lafayette #135,Lafayette,CO,US
15802,Safeway - Lakewood #344,Lakewood,CO,US
15803,S Wadsworth and W Jewel,Lakewood,CO,US
15804,Target Lakewood T-2717,Lakewood,CO,US
15805,1st & Wadsworth-Lakewood,Lakewood,CO,US
15806,"Colfax & Kipling, Lakewood, CO",Lakewood,CO,US
15807,Florida & Kipling,Lakewood,CO,US
15808,King Soopers-Lakewood #59,Lakewood,CO,US
15809,Safeway-Lakewood #41,Lakewood,CO,US
15810,King Soopers-Lakewood #127,Lakewood,CO,US
15811,Safeway - Lakewood #2342,Lakewood,CO,US
15812,12408 West Alameda Parkway,Lakewood,CO,US
15813,Super Target Lakewood ST-1500,Lakewood,CO,US
15814,S Union Blvd - Lakewood,Lakewood,CO,US
15815,Safeway - Littleton #2791,Littleton,CO,US
15816,Broadway & Littleton,Littleton,CO,US
15817,King Soopers-Centennial #63,Littleton,CO,US
15818,County Line & Yosemite (B&N),Littleton,CO,US
15819,King Soopers - Littleton #41,Littleton,CO,US
15820,Wadsworth & Chatfield,Littleton,CO,US
15821,Cherry Hills,Littleton,CO,US
15822,"Wadworth & Bowles, Littleton",Littleton,CO,US
15823,C-470 & Kipling,Littleton,CO,US
15824,King Soopers - Littleton #131,Littleton,CO,US
15825,King Soopers-Littleton 122,Littleton,CO,US
15826,Santa Fe & Aspen Grove Way,Littleton,CO,US
15827,Belleview & Prince- Littleton,Littleton,CO,US
15828,Safeway-Littleton #1548,Littleton,CO,US
15829,Safeway-Roxborough #2722,Littleton,CO,US
15830,King Soopers-Littleton #78,Littleton,CO,US
15831,Ken Caryl & Alkire,Littleton,CO,US
15832,Belleview & Kipling,Littleton,CO,US
15833,King Soopers-Littleton #25,Littleton,CO,US
15834,King Soopers - Littleton #27,Littleton,CO,US
15835,Super Target Littleton ST-1776,Littleton,CO,US
15836,Safeway-Littleton #1599,Littleton,CO,US
15837,SEC Lincoln & Yosemite - Lone Tree,Lone Tree,CO,US
15838,Teavana - Park Meadows,LONE TREE,CO,US
15839,Yosemite & Maximus - Lone Tree,Lone Tree,CO,US
15840,Super Target Lone Tree ST-2023,Lone Tree,CO,US
15841,Park Meadows - The Vistas,Lone Tree,CO,US
15842,17th and Hover- Longmont,Longmont,CO,US
15843,King Soopers - Longmont #80,Longmont,CO,US
15844,Safeway-Longmont #2910,Longmont,CO,US
15845,Safeway-Longmont #1634,Longmont,CO,US
15846,Safeway-Longmont #1116,Longmont,CO,US
15847,King Soopers-Longmont #102,Longmont,CO,US
15848,Ken Pratt and S Ken Pratt,Longmont,CO,US
15849,Super Target Longmont T-2218,Longmont,CO,US
15850,Hover & Trade Center Dr,Longmont,CO,US
15851,Safeway--Longmont #1634,Longmont,CO,US
15852,17th & Pace-Longmont,Longmont,CO,US
15853,17th & Main- Longmont,Longmont,CO,US
15854,McCaslin & Century,Louisville,CO,US
15855,King Soopers-Louisville #13,Louisville,CO,US
15856,"Loveland Marketplace, CO",Loveland,CO,US
15857,14th Str & Taft Ave,Loveland,CO,US
15858,King Soopers-Loveland #74,Loveland,CO,US
15859,King Soopers-Loveland #44,Loveland,CO,US
15860,"HWY 34 & Rocky Mtn., Loveland",Loveland,CO,US
15861,Hwy 34 & Taft--Loveland,Loveland,CO,US
15862,Safeway - Loveland #914,Loveland,CO,US
15863,King Soopers-Montrose #440,Montrose,CO,US
15864,Target Montrose T-2343,Montrose,CO,US
15865,Montrose-Hwy 550 & Venture Way,Montrose,CO,US
15866,Monument at I-25,Monument,CO,US
15867,Safeway-Monument #1440,Monument,CO,US
15868,Albertsons - Northglenn #881,Northglenn,CO,US
15869,"104th & Bannock, Northglenn",Northglenn,CO,US
15870,City Market-Pagosa Springs #445,Pagosa Springs,CO,US
15871,Safeway-Parker #1446,Parker,CO,US
15872,Parker & Hilltop,Parker,CO,US
15873,King Soopers-Parker #75,Parker,CO,US
15874,Super Target Parker ST-2219,Parker,CO,US
15875,E Lincoln Ave & S Jordan Rd,Parker,CO,US
15876,King Soopers - Parker #126,Parker,CO,US
15877,Parker & Lincoln - Parker,Parker,CO,US
15878,King Soopers-Parker #88,Parker,CO,US
15879,Peterson AFB BX,Peterson AFB,CO,US
15880,King Soopers-Pueblo #12,Pueblo,CO,US
15881,Hwy 50 & Outlook,Pueblo,CO,US
15882,4th and Abriendo,Pueblo,CO,US
15883,Eagleridge & Elizabeth - Pueblo,Pueblo,CO,US
15884,Pueblo & Northern-Pueblo,Pueblo,CO,US
15885,Safeway-Pueblo West #1760,Pueblo West,CO,US
15886,City Market - Rifle #443,Rifle,CO,US
15887,Rifle-I-70 & CO Rd 346,Rifle,CO,US
15888,Safeway-Salida #2817,Salida,CO,US
15889,Super Target Sheridan ST-2261,Sheridan,CO,US
15890,Silverthorne - Rainbow and I-70,Silverthorne,CO,US
15891,Snowmass Village,Snowmass Village,CO,US
15892,Steamboat-Hwy 40 and Anglers,Steamboat Springs,CO,US
15893,Safeway - Steamboat Springs #637,Steamboat Springs,CO,US
15894,City Market - Steamboat Sprngs #414,Steamboat Springs,CO,US
15895,Super Target Superior ST-1769,Superior,CO,US
15896,Safeway-Superior #1656,Superior,CO,US
15897,Coalton & Rock Creek- Superior,Superior,CO,US
15898,Hotel Madeline - Heritage Plaza Ret,Telluride,CO,US
15899,168th & Washington- Thornton,Thornton,CO,US
15900,120th & Colorado-Thornton,Thornton,CO,US
15901,King Soopers-Thornton #68,Thornton,CO,US
15902,King Soopers-Thornton #101,Thornton,CO,US
15903,136th & Colorado- Thornton,Thornton,CO,US
15904,84th and Pearl-Thornton,Thornton,CO,US
15905,Super Target Thornton ST-1372,Thornton,CO,US
15906,I-25 & 120th-Thornton,Thornton,CO,US
15907,Safeway - Thornton #892,Thornton,CO,US
15908,Safeway-Thornton #1873,Thornton,CO,US
15909,King Soopers Thornton #24,Thornton,CO,US
15910,Timnath - I25 and E. Harmony Rd,Tinmath,CO,US
15911,Safeway - Trinidad #722,Trinidad,CO,US
15912,Safeway-Vail #631,Vail,CO,US
15913,Arrabelle at Vail Square Lionshead,Vail,CO,US
15914,Vail Resorts - Vail Village,Vail,CO,US
15915,City Market-Vail #442,Vail,CO,US
15916,Walnut Creek-Westminster,Westminster,CO,US
15917,Super Target Westminster ST - 2197,Westminster,CO,US
15918,Westminster B&N,Westminster,CO,US
15919,144th and I-25-Westminster,Westminster,CO,US
15920,120th & Huron,Westminster,CO,US
15921,136th & I-25- Westminster,Westminster,CO,US
15922,72nd & Sheridan- Westminster,Westminster,CO,US
15923,King Sooper Arvada # 55,Westminster,CO,US
15924,73rd & Federal-Westminster,Westminster,CO,US
15925,"King Soopers-Westminster, CO #62",Westminster,CO,US
15926,92nd and Sheridan,Westminster,CO,US
15927,Super Target Westminster ST-1928,Westminster,CO,US
15928,120th & Sheridan,Westminster,CO,US
15929,104th Ave. & Federal Blvd.,Westminster,CO,US
15930,"101st & Wadsworth, Westminster",Westminster,CO,US
15931,King Soopers-Denver #57,Wheat Ridge,CO,US
15932,King Soopers-Wheatridge #20,Wheat Ridge,CO,US
15933,38th and Kipling,Wheat Ridge,CO,US
15934,Safeway-Wheat Ridge #1479,Wheat Ridge,CO,US
15935,"50th and Kipling-Wheatridge, CO",Wheat Ridge,CO,US
15936,Applewood Village,Wheat Ridge,CO,US
15937,Super Target Arvada ST-2021,Wheat Ridge,CO,US
15938,King Soopers-Windsor #104,Windsor,CO,US
15939,Safeway-Windsor,Windsor,CO,US
15940,Intrawest Winter Park,Winter Park,CO,US
15941,Hwy 24 & Morning Sun Drive,Woodland Park,CO,US
15942,Safeway-Woodland Park #1578,Woodland Park,CO,US
15943,Target Ansonia T-2249,Ansonia,CT,US
15944,Avon Marketplace,Avon,CT,US
15945,"Bethel, Big Y Plaza",Bethel,CT,US
15946,Bloomfield - Gillete Ridge Plaza,Bloomfield,CT,US
15947,Branford,Branford,CT,US
15948,Travel Ctr-New Haven,Branford,CT,US
15949,Bridgeport Steelpointe Harbor,Bridgeport,CT,US
15950,Bristol Plaza,Bristol,CT,US
15951,Linwood Plaza,Colchester,CT,US
15952,Cos Cob,Cos Cob,CT,US
15953,Danbury Fair Mall,Danbury,CT,US
15954,Danbury,Danbury,CT,US
15955,Mill Plain Road,Danbury,CT,US
15956,Teavana - Danbury Fair,DANBURY,CT,US
15957,Danbury - Route 84 at North St.,Danbury,CT,US
15958,Darien,Darien,CT,US
15959,Target Killingly T-2432,Dayville,CT,US
15960,"Derby, New Haven Ave",Derby,CT,US
15961,East Lyme,East Lyme,CT,US
15962,Stop & Shop-East Lyme #665,East Lyme,CT,US
15963,Enfield,Enfield,CT,US
15964,Elm Street Enfield,Enfield,CT,US
15965,Follett-Fairfield University,Fairfield,CT,US
15966,"Fairfield, Boston Post Rd",Fairfield,CT,US
15967,Stop & Shop-Fairfield # 673,Fairfield,CT,US
15968,"Fairfield, Black Rock Turnpike",Fairfield,CT,US
15969,Westfarms Mall L1 Center Court,Farmington,CT,US
15970,"Farmington, Route 4",Farmington,CT,US
15971,Teavana - West Farms,FARMINGTON,CT,US
15972,"Glastonbury, Somerset Square",Glastonbury,CT,US
15973,Stop & Shop-Glastonbury #605,Glastonbury,CT,US
15974,"Glastonbury, Hebron Avenue",Glastonbury,CT,US
15975,Granby,Granby,CT,US
15976,Greenwich,Greenwich,CT,US
15977,Putnam Plaza,Greenwich,CT,US
15978,Stop & Shop-Groton #682,Groton,CT,US
15979,Mystic Marriott Hotel & Spa,Groton,CT,US
